good_accept,good_reject,medium_accept,medium_reject,low_accept,low_reject,real_accept,real_retry,real_reject,spoof_accept,spoof_retry,spoof_reject
0.3,0.7,0.35,0.85,0.25,0.8,33,7,20,1,25,34
0.3,0.7,0.35,0.85,0.25,0.85,33,7,20,1,25,34
0.3,0.7,0.35,0.85,0.25,0.9,33,7,20,1,25,34
0.3,0.7,0.35,0.85,0.3,0.8,33,7,20,1,25,34
0.3,0.7,0.35,0.85,0.3,0.85,33,7,20,1,25,34
0.3,0.7,0.35,0.85,0.3,0.9,33,7,20,1,25,34
0.3,0.75,0.25,0.75,0.2,0.8,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.2,0.85,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.2,0.9,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.25,0.8,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.25,0.85,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.25,0.9,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.3,0.8,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.3,0.85,33,7,20,1,6,53
0.3,0.75,0.25,0.75,0.3,0.9,33,7,20,1,6,53
0.3,0.75,0.25,0.8,0.2,0.8,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.2,0.85,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.2,0.9,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.25,0.8,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.25,0.85,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.25,0.9,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.3,0.8,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.3,0.85,33,7,20,1,9,50
0.3,0.75,0.25,0.8,0.3,0.9,33,7,20,1,9,50
0.3,0.75,0.25,0.85,0.2,0.8,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.2,0.85,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.2,0.9,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.25,0.8,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.25,0.85,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.25,0.9,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.3,0.8,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.3,0.85,33,8,19,1,26,33
0.3,0.75,0.25,0.85,0.3,0.9,33,8,19,1,26,33
0.3,0.75,0.3,0.75,0.2,0.8,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.2,0.85,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.2,0.9,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.25,0.8,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.25,0.85,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.25,0.9,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.3,0.8,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.3,0.85,33,7,20,1,6,53
0.3,0.75,0.3,0.75,0.3,0.9,33,7,20,1,6,53
0.3,0.75,0.3,0.8,0.2,0.8,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.2,0.85,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.2,0.9,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.25,0.8,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.25,0.85,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.25,0.9,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.3,0.8,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.3,0.85,33,7,20,1,9,50
0.3,0.75,0.3,0.8,0.3,0.9,33,7,20,1,9,50
0.3,0.75,0.3,0.85,0.2,0.8,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.2,0.85,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.2,0.9,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.25,0.8,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.25,0.85,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.25,0.9,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.3,0.8,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.3,0.85,33,8,19,1,26,33
0.3,0.75,0.3,0.85,0.3,0.9,33,8,19,1,26,33
0.3,0.75,0.35,0.75,0.2,0.8,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.2,0.85,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.2,0.9,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.25,0.8,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.25,0.85,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.25,0.9,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.3,0.8,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.3,0.85,33,7,20,1,6,53
0.3,0.75,0.35,0.75,0.3,0.9,33,7,20,1,6,53
0.3,0.75,0.35,0.8,0.2,0.8,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.2,0.85,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.2,0.9,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.25,0.8,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.25,0.85,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.25,0.9,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.3,0.8,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.3,0.85,33,7,20,1,9,50
0.3,0.75,0.35,0.8,0.3,0.9,33,7,20,1,9,50
0.3,0.75,0.35,0.85,0.2,0.8,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.2,0.85,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.2,0.9,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.25,0.8,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.25,0.85,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.25,0.9,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.3,0.8,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.3,0.85,33,8,19,1,26,33
0.3,0.75,0.35,0.85,0.3,0.9,33,8,19,1,26,33
0.3,0.8,0.25,0.75,0.2,0.8,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.2,0.85,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.2,0.9,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.25,0.8,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.25,0.85,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.25,0.9,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.3,0.8,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.3,0.85,33,10,17,1,8,51
0.3,0.8,0.25,0.75,0.3,0.9,33,10,17,1,8,51
0.3,0.8,0.25,0.8,0.2,0.8,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.2,0.85,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.2,0.9,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.25,0.8,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.25,0.85,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.25,0.9,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.3,0.8,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.3,0.85,33,10,17,1,11,48
0.3,0.8,0.25,0.8,0.3,0.9,33,10,17,1,11,48
0.3,0.8,0.25,0.85,0.2,0.8,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.2,0.85,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.2,0.9,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.25,0.8,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.25,0.85,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.25,0.9,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.3,0.8,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.3,0.85,33,11,16,1,28,31
0.3,0.8,0.25,0.85,0.3,0.9,33,11,16,1,28,31
0.3,0.8,0.3,0.75,0.2,0.8,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.2,0.85,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.2,0.9,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.25,0.8,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.25,0.85,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.25,0.9,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.3,0.8,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.3,0.85,33,10,17,1,8,51
0.3,0.8,0.3,0.75,0.3,0.9,33,10,17,1,8,51
0.3,0.8,0.3,0.8,0.2,0.8,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.2,0.85,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.2,0.9,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.25,0.8,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.25,0.85,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.25,0.9,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.3,0.8,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.3,0.85,33,10,17,1,11,48
0.3,0.8,0.3,0.8,0.3,0.9,33,10,17,1,11,48
0.3,0.8,0.3,0.85,0.2,0.8,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.2,0.85,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.2,0.9,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.25,0.8,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.25,0.85,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.25,0.9,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.3,0.8,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.3,0.85,33,11,16,1,28,31
0.3,0.8,0.3,0.85,0.3,0.9,33,11,16,1,28,31
0.3,0.8,0.35,0.75,0.2,0.8,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.2,0.85,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.2,0.9,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.25,0.8,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.25,0.85,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.25,0.9,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.3,0.8,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.3,0.85,33,10,17,1,8,51
0.3,0.8,0.35,0.75,0.3,0.9,33,10,17,1,8,51
0.3,0.8,0.35,0.8,0.2,0.8,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.2,0.85,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.2,0.9,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.25,0.8,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.25,0.85,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.25,0.9,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.3,0.8,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.3,0.85,33,10,17,1,11,48
0.3,0.8,0.35,0.8,0.3,0.9,33,10,17,1,11,48
0.3,0.8,0.35,0.85,0.2,0.8,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.2,0.85,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.2,0.9,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.25,0.8,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.25,0.85,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.25,0.9,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.3,0.8,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.3,0.85,33,11,16,1,28,31
0.3,0.8,0.35,0.85,0.3,0.9,33,11,16,1,28,31
0.35,0.7,0.25,0.75,0.2,0.8,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.2,0.85,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.2,0.9,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.25,0.8,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.25,0.85,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.25,0.9,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.3,0.8,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.3,0.85,35,4,21,1,5,54
0.35,0.7,0.25,0.75,0.3,0.9,35,4,21,1,5,54
0.35,0.7,0.25,0.8,0.2,0.8,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.2,0.85,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.2,0.9,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.25,0.8,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.25,0.85,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.25,0.9,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.3,0.8,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.3,0.85,35,4,21,1,8,51
0.35,0.7,0.25,0.8,0.3,0.9,35,4,21,1,8,51
0.35,0.7,0.25,0.85,0.2,0.8,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.2,0.85,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.2,0.9,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.25,0.8,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.25,0.85,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.25,0.9,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.3,0.8,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.3,0.85,35,5,20,1,25,34
0.35,0.7,0.25,0.85,0.3,0.9,35,5,20,1,25,34
0.35,0.7,0.3,0.75,0.2,0.8,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.2,0.85,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.2,0.9,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.25,0.8,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.25,0.85,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.25,0.9,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.3,0.8,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.3,0.85,35,4,21,1,5,54
0.35,0.7,0.3,0.75,0.3,0.9,35,4,21,1,5,54
0.35,0.7,0.3,0.8,0.2,0.8,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.2,0.85,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.2,0.9,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.25,0.8,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.25,0.85,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.25,0.9,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.3,0.8,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.3,0.85,35,4,21,1,8,51
0.35,0.7,0.3,0.8,0.3,0.9,35,4,21,1,8,51
0.35,0.7,0.3,0.85,0.2,0.8,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.2,0.85,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.2,0.9,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.25,0.8,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.25,0.85,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.25,0.9,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.3,0.8,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.3,0.85,35,5,20,1,25,34
0.35,0.7,0.3,0.85,0.3,0.9,35,5,20,1,25,34
0.35,0.7,0.35,0.75,0.2,0.8,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.2,0.85,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.2,0.9,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.25,0.8,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.25,0.85,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.25,0.9,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.3,0.8,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.3,0.85,35,4,21,1,5,54
0.35,0.7,0.35,0.75,0.3,0.9,35,4,21,1,5,54
0.35,0.7,0.35,0.8,0.2,0.8,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.2,0.85,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.2,0.9,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.25,0.8,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.25,0.85,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.25,0.9,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.3,0.8,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.3,0.85,35,4,21,1,8,51
0.35,0.7,0.35,0.8,0.3,0.9,35,4,21,1,8,51
0.35,0.7,0.35,0.85,0.2,0.8,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.2,0.85,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.2,0.9,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.25,0.8,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.25,0.85,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.25,0.9,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.3,0.8,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.3,0.85,35,5,20,1,25,34
0.35,0.7,0.35,0.85,0.3,0.9,35,5,20,1,25,34
0.35,0.75,0.25,0.75,0.2,0.8,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.2,0.85,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.2,0.9,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.25,0.8,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.25,0.85,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.25,0.9,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.3,0.8,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.3,0.85,35,5,20,1,6,53
0.35,0.75,0.25,0.75,0.3,0.9,35,5,20,1,6,53
0.35,0.75,0.25,0.8,0.2,0.8,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.2,0.85,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.2,0.9,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.25,0.8,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.25,0.85,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.25,0.9,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.3,0.8,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.3,0.85,35,5,20,1,9,50
0.35,0.75,0.25,0.8,0.3,0.9,35,5,20,1,9,50
0.35,0.75,0.25,0.85,0.2,0.8,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.2,0.85,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.2,0.9,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.25,0.8,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.25,0.85,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.25,0.9,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.3,0.8,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.3,0.85,35,6,19,1,26,33
0.35,0.75,0.25,0.85,0.3,0.9,35,6,19,1,26,33
0.35,0.75,0.3,0.75,0.2,0.8,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.2,0.85,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.2,0.9,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.25,0.8,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.25,0.85,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.25,0.9,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.3,0.8,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.3,0.85,35,5,20,1,6,53
0.35,0.75,0.3,0.75,0.3,0.9,35,5,20,1,6,53
0.35,0.75,0.3,0.8,0.2,0.8,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.2,0.85,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.2,0.9,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.25,0.8,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.25,0.85,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.25,0.9,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.3,0.8,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.3,0.85,35,5,20,1,9,50
0.35,0.75,0.3,0.8,0.3,0.9,35,5,20,1,9,50
0.35,0.75,0.3,0.85,0.2,0.8,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.2,0.85,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.2,0.9,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.25,0.8,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.25,0.85,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.25,0.9,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.3,0.8,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.3,0.85,35,6,19,1,26,33
0.35,0.75,0.3,0.85,0.3,0.9,35,6,19,1,26,33
0.35,0.75,0.35,0.75,0.2,0.8,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.2,0.85,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.2,0.9,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.25,0.8,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.25,0.85,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.25,0.9,35,5,20,1,6,53
0.35,0.75,0.35,0.75,0.3,0.8,35,5,20,1,6,53
